Index,"Lentz Public Health Floor 1, OAU 12-01, OA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, OAU 12-01, EA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Flow Local (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Local (Units: CFM)","Lentz Public Health Floor 1, OAU 12-01, OA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, OA Flow Pgain, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Pgain, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan_Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Fan Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Filter Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Filter Staus","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Fire_Alarm Shutdown","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Supply Fan Status, Present Value","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Return Fan Status, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Unit Enable BAS","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure Reset","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure Reset",Mode
1505,0.72515528,0.973109244,0.550044776,0.956801617,0.844096784,0.984045396,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1506,0.704192547,0.981512605,0.544955224,0.964834814,0.831366601,0.986960067,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1507,0.710403727,0.979831933,0.547179104,0.957706017,0.835580182,0.98459127,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1508,0.713509317,0.979831933,0.547059701,0.959940416,0.83736395,0.984816137,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1509,0.710403727,0.971428571,0.547119403,0.958397617,0.835507961,0.979993143,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1510,0.713509317,0.981512605,0.548462687,0.961589615,0.837045531,0.985313135,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1511,0.715062112,0.986554622,0.548283582,0.967016013,0.839062105,0.988455,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1512,0.700310559,0.978151261,0.547119403,0.965632814,0.832230146,0.986506575,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1513,0.705745342,0.986554622,0.546283582,0.961376815,0.835028718,0.980268676,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1514,0.712732919,0.979831933,0.546716418,0.957865617,0.837019704,0.985104739,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1515,0.710403727,0.988235294,0.545656716,0.960472416,0.835200423,0.989219475,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1516,0.709627329,0.981512605,0.546985075,0.957174017,0.834873873,0.985415363,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1517,0.711180124,0.973109244,0.543567164,0.953928818,0.834961758,0.979405196,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1518,0.714285714,0.979831933,0.546074627,0.953237219,0.837796799,0.985486977,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1519,0.713509317,0.978151261,0.545552239,0.952705219,0.837313013,0.983840044,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1520,0.704968944,0.979831933,0.546253731,0.957865617,0.831866171,0.984648561,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1521,0.718167702,0.978151261,0.548701493,0.957865617,0.840024058,0.983339107,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1522,0.708850932,0.98487395,0.547,0.957865617,0.838809211,0.985868498,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1523,0.712732919,0.981512605,0.54641791,0.961908815,0.836713361,0.985681049,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1524,0.710403727,0.986554622,0.546537313,0.960153216,0.835408716,0.988460371,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1525,0.717391304,0.976470588,0.545492537,0.960259616,0.839558566,0.982775509,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1526,0.716614907,0.983193277,0.545164179,0.954194818,0.840986967,0.985710411,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1527,0.715838509,0.981512605,0.544671642,0.954514018,0.838082097,0.98652967,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1528,0.698757764,0.969747899,0.548044776,0.955524818,0.827953551,0.97893183,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1529,0.714285714,0.981512605,0.54761194,0.962334415,0.837677108,0.985491094,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1530,0.714285714,0.973109244,0.54761194,0.964143214,0.837912425,0.981136632,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1531,0.707298137,0.973109244,0.54761194,0.960419216,0.833305573,0.985214845,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1532,0.715062112,0.969747899,0.547373134,0.959621216,0.834153096,0.982821878,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1533,0.715838509,0.978151261,0.545179104,0.958131617,0.838807418,0.983472845,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1534,0.711956522,0.971428571,0.546835821,0.958397617,0.8365071,0.980201717,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1535,0.715062112,0.98487395,0.546970149,0.959036016,0.838403983,0.987317956,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1536,0.715062112,0.986554622,0.549358209,0.958716817,0.838065117,0.987351973,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1537,0.708074534,0.983193277,0.547059701,0.956695217,0.834726083,0.983265166,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1538,0.712732919,0.978151261,0.549089552,0.957493217,0.836706904,0.983354862,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1539,0.707298137,0.974789916,0.550791045,0.961323615,0.833393338,0.981529433,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1540,0.715062112,0.986554622,0.550776119,0.961057616,0.838487803,0.988047519,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1541,0.706521739,0.978151261,0.550985075,0.963611215,0.833098953,0.983946032,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1542,0.715062112,0.974789916,0.551074627,0.960578816,0.836233401,0.981297942,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1543,0.706521739,0.989915966,0.54938806,0.965792414,0.83718256,0.991613516,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1544,0.710403727,0.978151261,0.549701493,0.960259616,0.835298591,0.984129184,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1545,0.715838509,0.976470588,0.548134328,0.962174815,0.838869356,0.985164895,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1546,0.708850932,0.981512605,0.542746269,0.962015215,0.834446166,0.985713275,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1547,0.702639752,0.976470588,0.546492537,0.959142416,0.835681698,0.982803975,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1548,0.713509317,0.973109244,0.548686567,0.963558015,0.83529895,0.984943967,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1549,0.721273292,0.979831933,0.548686567,0.963558015,0.842284916,0.984540783,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1550,0.712732919,0.973109244,0.542820896,0.967441613,0.836867489,0.980801481,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1551,0.713509317,0.978151261,0.547567164,0.966484013,0.837318393,0.98289564,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1552,0.711180124,0.981512605,0.551268657,0.967122413,0.834227111,0.981475006,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1553,0.722826087,0.978151261,0.553985075,0.971059212,0.84319916,0.983763776,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1554,0.712732919,0.976470588,0.552432836,0.971006012,0.8379416,0.983219513,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1555,0.719720497,0.989915966,0.552432836,0.969090812,0.841313637,0.984261669,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1556,0.712732919,0.98487395,0.547119403,0.962494015,0.836633607,0.985321907,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1557,0.713509317,0.979831933,0.545955224,0.963717615,0.837205637,0.989818343,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1558,0.708074534,0.976470588,0.541910448,0.963026015,0.836826356,0.983214858,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1559,0.712732919,0.979831933,0.541791045,0.964568814,0.838904988,0.984771915,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1560,0.708850932,0.978151261,0.539268657,0.965100814,0.834588814,0.984527713,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1561,0.710403727,0.979831933,0.539268657,0.970846412,0.835524581,0.983863139,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1562,0.709627329,0.971428571,0.539268657,0.969835612,0.834126073,0.980278523,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1563,0.712732919,0.979831933,0.542044776,0.965420014,0.836841183,0.984896344,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1564,0.704192547,0.988235294,0.544850746,0.972868011,0.837847856,0.981857602,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1565,0.702639752,0.979831933,0.546,0.972868011,0.830557102,0.985097936,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1566,0.717391304,0.981512605,0.546835821,0.972868011,0.839984958,0.986742899,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1567,0.711180124,0.983193277,0.546313433,0.972868011,0.834501886,0.986252705,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1568,0.711956522,0.979831933,0.543522388,0.963345215,0.835763366,0.984873428,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1569,0.709627329,0.969747899,0.543343284,0.969090812,0.834862514,0.977073817,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1570,0.715838509,0.978151261,0.543343284,0.967388413,0.835304928,0.985841822,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1571,0.717391304,0.981512605,0.542358209,0.967388413,0.839799742,0.985220395,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1572,0.709627329,0.979831933,0.539507463,0.967494813,0.838204299,0.984488505,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1573,0.714285714,0.969747899,0.539507463,0.968824812,0.833127531,0.980987855,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1574,0.713509317,0.98487395,0.539507463,0.971644411,0.837533502,0.985389045,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1575,0.710403727,0.981512605,0.539686567,0.976272809,0.834547921,0.984743986,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1576,0.715062112,0.986554622,0.544940299,0.965313614,0.836948917,0.981470352,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1577,0.708850932,0.981512605,0.544940299,0.968133213,0.834276494,0.985223797,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1578,0.723602484,0.983193277,0.545,0.968133213,0.838062367,0.981840773,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1579,0.715062112,0.979831933,0.543044776,0.969410012,0.840722714,0.983903243,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1580,0.709627329,0.981512605,0.540059701,0.966803213,0.838897574,0.985804941,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1581,0.716614907,0.966386555,0.538865672,0.97542161,0.83606624,0.977818418,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1582,0.713509317,0.978151261,0.538298507,0.972389211,0.837151113,0.987527247,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1583,0.709627329,0.974789916,0.538298507,0.972655211,0.836267957,0.983255856,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1584,0.719720497,0.981512605,0.540223881,0.972655211,0.835123299,0.98287899,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1585,0.715838509,0.978151261,0.539731343,0.97510241,0.835027164,0.984171794,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1586,0.710403727,0.969747899,0.539731343,0.97558121,0.835422587,0.979424173,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1587,0.712732919,0.973109244,0.542029851,0.97600681,0.836676533,0.982566576,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1588,0.718167702,0.983193277,0.544597015,0.972602011,0.839319901,0.987577018,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1589,0.715062112,0.983193277,0.542731343,0.973400011,0.838302467,0.986044846,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1590,0.708850932,0.981512605,0.542731343,0.97403841,0.834547323,0.984314305,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1591,0.712732919,0.976470588,0.542179104,0.977868809,0.84249596,0.978532406,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1592,0.711180124,0.976470588,0.542179104,0.968824812,0.835704058,0.979967899,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1593,0.709627329,0.979831933,0.542731343,0.973187211,0.838829658,0.983956774,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1594,0.714285714,0.974789916,0.542970149,0.97584721,0.838015256,0.981530686,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1595,0.711956522,0.986554622,0.542074627,0.97584721,0.836174811,0.981551991,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1596,0.715062112,0.976470588,0.542074627,0.978294409,0.838455518,0.982557624,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1597,0.714285714,0.98487395,0.541910448,0.980901208,0.835792661,0.981223464,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1598,0.707298137,0.986554622,0.542373134,0.977017609,0.833545075,0.988163533,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1599,0.708074534,0.973109244,0.545462687,0.973666011,0.834050264,0.980890461,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1600,0.706521739,0.976470588,0.545462687,0.97462361,0.833078985,0.981521734,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1601,0.711180124,0.979831933,0.546074627,0.97414481,0.836236391,0.987720782,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1602,0.713509317,0.978151261,0.544850746,0.972868011,0.837068728,0.981198041,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1603,0.715062112,0.981512605,0.544850746,0.972708411,0.842904416,0.985284489,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1604,0.714285714,0.978151261,0.544850746,0.976326009,0.834208816,0.98609426,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1605,0.707298137,0.974789916,0.54580597,0.977443209,0.833298757,0.983158283,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1606,0.715062112,0.98487395,0.54580597,0.982337607,0.837723262,0.986640134,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1607,0.714285714,0.981512605,0.544208955,0.982444007,0.839553783,0.983476426,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1608,0.711956522,0.974789916,0.544208955,0.982497207,0.836230173,0.98231754,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1609,0.712732919,0.979831933,0.544208955,0.978507209,0.836206856,0.984010484,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1610,0.714285714,0.979831933,0.544208955,0.979943608,0.83781318,0.983739785,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1611,0.708850932,0.978151261,0.545910448,0.97483641,0.834611533,0.983241892,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1612,0.720496894,0.976470588,0.548208955,0.976379209,0.841562943,0.982735405,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1613,0.714285714,0.974789916,0.54838806,0.978879608,0.83778532,0.98203019,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1614,0.701086957,0.988235294,0.546313433,0.97536841,0.832757696,0.986989429,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1615,0.716614907,0.98487395,0.547686567,0.978986008,0.839117586,0.987287699,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1616,0.714285714,0.983193277,0.543373134,0.956056818,0.837943513,0.986659828,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1617,0.722826087,0.981512605,0.542791045,0.952652019,0.837780418,0.985835198,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1618,0.716614907,0.979831933,0.540179104,0.966484013,0.83826803,0.984421009,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1619,0.705745342,0.983193277,0.540179104,0.971272011,0.835365192,0.986363706,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1620,0.712732919,0.974789916,0.540179104,0.97398521,0.836924405,0.981874789,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1621,0.713509317,0.986554622,0.539940299,0.97398521,0.836277882,0.987886389,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1622,0.718944099,0.979831933,0.539940299,0.969942012,0.838236703,0.984867161,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1623,0.713509317,0.989915966,0.539940299,0.969569612,0.837508751,0.989804021,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1624,0.708850932,0.981512605,0.540298507,0.969197212,0.834651589,0.988007774,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1625,0.706521739,0.986554622,0.539985075,0.969197212,0.833883821,0.989874381,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1626,0.710403727,0.981512605,0.539985075,0.966324413,0.835200901,0.985369888,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1627,0.718944099,0.974789916,0.542671642,0.962813215,0.838628658,0.983698965,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1628,0.711180124,0.981512605,0.54238806,0.964622014,0.835993062,0.985332291,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1629,0.713509317,0.976470588,0.54238806,0.966590413,0.837219866,0.982621539,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1630,0.712732919,0.973109244,0.54238806,0.968239613,0.836639227,0.981354696,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1631,0.707298137,0.983193277,0.541895522,0.965739214,0.833480028,0.986602537,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1632,0.713509317,0.986554622,0.541373134,0.962228015,0.836045315,0.988005804,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1633,0.715062112,0.988235294,0.541492537,0.959834016,0.836966614,0.985079316,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1634,0.711956522,0.978151261,0.541492537,0.956961217,0.8363843,0.981347176,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1635,0.717391304,0.976470588,0.542089552,0.962547215,0.83966355,0.983020248,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1636,0.718167702,0.979831933,0.541328358,0.966803213,0.836898697,0.977763634,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1637,0.712732919,0.986554622,0.541104478,0.964994414,0.838315261,0.988926755,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1638,0.714285714,0.971428571,0.541686567,0.966696813,0.837599267,0.98732834,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1639,0.705745342,0.989915966,0.541686567,0.967335213,0.836675098,0.985890161,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1640,0.711956522,0.973109244,0.542910448,0.964302814,0.839750239,0.982144056,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1641,0.701863354,0.988235294,0.544119403,0.97515561,0.829914644,0.987987364,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1642,0.718167702,0.976470588,0.541955224,0.964888014,0.840080854,0.982647678,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1643,0.708850932,0.983193277,0.540970149,0.962281215,0.83311653,0.98555501,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1644,0.708850932,0.983193277,0.540970149,0.963877214,0.834200805,0.98688738,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1645,0.711956522,0.978151261,0.540970149,0.959568016,0.836325591,0.981231341,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1646,0.708074534,0.979831933,0.540552239,0.960844816,0.833885136,0.984825984,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1647,0.718167702,0.981512605,0.540552239,0.963132415,0.839309977,0.986044846,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1648,0.714285714,0.994957983,0.540552239,0.957546417,0.83551645,0.988533596,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1649,0.714285714,0.976470588,0.541014925,0.95015162,0.837058803,0.985911108,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1650,0.711956522,0.979831933,0.541179104,0.948502421,0.836496219,0.984635133,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1651,0.708850932,0.981512605,0.541179104,0.958238017,0.834213479,0.985557874,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1652,0.715062112,0.981512605,0.541776119,0.955365218,0.838414745,0.985472654,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1653,0.708074534,0.974789916,0.540402985,0.938979624,0.833796414,0.985038139,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1654,0.715838509,0.981512605,0.540402985,0.954354418,0.838656399,0.98530651,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1655,0.708850932,0.986554622,0.540268657,0.95009842,0.834660438,0.988395203,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1656,0.711956522,0.989915966,0.539656716,0.95009842,0.837284315,0.984333819,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1657,0.704968944,0.974789916,0.539656716,0.94908762,0.83183018,0.982103236,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1658,0.704192547,0.983193277,0.539656716,0.953024419,0.831699966,0.986232116,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1659,0.704968944,0.971428571,0.54,0.952386019,0.832043974,0.979783673,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1660,0.711956522,0.98487395,0.541059701,0.944672022,0.836462381,0.986561896,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1661,0.714285714,0.981512605,0.541402985,0.944672022,0.836120287,0.985087552,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
1662,0.710403727,0.973109244,0.538940299,0.940628824,0.835373562,0.981469993,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
